,exam_score
66039,100
53472,83
19339,95
60582,75
8649,96
6822,97
43056,89
63842,100
4975,63
45832,99
64543,65
66399,99
34717,100
15265,91
44029,100
70024,98
78523,87
26336,68
8374,100
40988,100
19167,96
35,89
7704,85
37196,94
10861,100
38791,72
29919,99
28602,83
56095,97
16021,97
46912,91
23087,69
5730,98
50747,87
13336,86
52603,90
41904,87
11803,99
10378,88
23756,80
26030,98
3479,100
48130,93
5920,98
49038,94
4409,82
75283,100
58563,93
23605,100
66891,71
9566,100
9907,94
39726,58
34136,100
26294,92
4774,69
65203,98
26961,85
65786,95
14725,89
48490,98
32059,64
49678,76
20463,76
68631,83
62526,100
19125,100
1919,100
36607,81
66830,82
8282,100
19174,81
42981,86
76966,95
64837,100
68028,100
2561,69
51221,71
41467,100
15271,97
74730,86
74991,100
2883,93
72669,100
73110,76
37265,75
23936,77
66727,83
14227,96
69711,100
65943,86
48849,72
32401,83
22688,99
35400,100
42499,100
39196,79
7863,85
31115,78
29837,90
60357,97
13876,74
60444,98
39826,59
72783,94
7463,93
67365,97
40151,97
9097,100
39883,95
79399,83
76070,76
36945,100
35950,100
15981,90
5453,100
43312,100
73471,95
50426,95
61693,78
21897,100
77707,100
71071,96
14735,87
66100,100
47115,98
703,88
79422,96
70239,85
71553,100
10478,88
42705,100
5569,98
28461,98
38754,89
68882,86
49877,55
42953,100
70650,76
23002,100
5506,100
78847,80
45276,60
66426,100
77553,65
13475,70
44433,100
11586,57
75516,80
55640,84
897,99
74686,57
28488,100
4377,96
19057,100
53291,85
53363,100
19787,99
10802,99
37262,78
16558,77
76592,82
44770,100
59820,91
56238,85
41750,100
71734,83
57353,100
6660,94
30038,100
22181,97
43061,70
30769,90
23206,83
60739,85
60327,77
33258,95
63409,98
24936,83
73381,81
37762,76
18002,65
76995,75
56812,62
14568,94
11736,100
62610,80
40104,78
38125,100
59363,93
79772,100
55565,96
26021,93
17338,100
69673,100
24836,100
12412,65
78153,79
70967,100
76950,65
331,91
58572,98
65955,92
36549,90
3597,78
54245,98
77237,100
22913,99
44618,100
46607,86
10349,99
29143,99
62174,72
24665,83
21371,95
21848,100
75944,64
71590,85
22672,89
64462,95
28263,89
74749,87
46911,68
24831,77
54196,85
22995,98
17356,100
39318,88
44823,100
74998,88
4610,70
70599,75
29974,93
72080,91
35255,99
39386,70
40039,77
32670,96
27835,84
7084,100
5457,68
5406,89
6793,86
69075,85
45604,71
8486,95
2829,87
68889,94
27029,71
39549,100
44066,96
63172,100
17064,73
45539,100
68876,96
25893,85
32931,99
59063,63
47880,100
33828,100
75079,99
17585,88
47998,91
63009,91
2078,81
30366,89
79128,92
30683,93
48116,75
16762,94
7902,98
68332,71
6070,89
37597,86
56301,100
64566,75
52699,98
14138,98
32503,94
78285,82
69808,81
58779,88
55949,77
73555,59
52839,100
34394,79
55863,95
7720,69
77929,100
73616,94
40724,92
8576,98
30267,100
72879,100
77616,81
17407,88
52046,69
32591,80
75754,98
39790,96
25818,92
24897,69
72852,95
55019,56
65042,95
16315,74
13690,96
23233,97
61285,70
2796,98
62713,60
40109,72
42084,100
2834,100
33457,80
69591,100
59520,98
52653,60
28454,58
38543,95
35281,89
77263,88
45237,85
31313,81
19545,98
27969,81
14056,97
62752,78
26007,93
32305,98
9728,100
56644,87
33061,91
25261,79
9992,92
14070,79
16654,98
69648,93
36060,91
66469,100
72122,100
56380,78
71788,98
79287,66
42551,99
42347,100
4713,79
40352,100
39767,97
6582,86
53025,57
29161,100
23991,71
39548,99
12179,88
61314,96
19411,80
78942,98
60116,96
28600,65
33589,81
693,100
29025,67
42339,93
17191,100
21242,100
31060,54
980,99
54058,69
12567,100
17517,93
66903,89
35541,100
23707,63
73190,98
13948,100
75356,91
41638,78
47045,97
46636,93
72805,100
76175,63
43993,100
16167,82
76288,85
52052,100
21327,94
69901,95
61404,85
65814,100
60433,98
50856,72
5627,99
61684,97
34994,94
42232,99
38773,90
43509,96
23063,95
15386,84
30083,100
29450,93
12018,83
54385,73
1135,75
49092,92
77972,97
1496,92
75047,72
64197,96
40031,100
39572,94
26242,89
60964,96
65240,84
28953,93
48173,76
17427,81
38298,99
64099,81
9664,95
3261,100
42011,72
7778,100
49202,100
39216,100
774,66
20717,91
54160,80
41939,100
19998,83
77070,71
17663,99
31434,100
13766,75
65386,100
141,50
68788,100
78650,99
8925,81
45179,85
34445,100
5876,100
45348,65
77143,95
12511,94
77107,72
25809,97
5518,100
25897,98
40316,58
22063,89
5866,85
7620,100
10146,86
58373,100
59742,54
18954,85
39846,89
31739,100
62279,100
15821,82
23403,85
32291,90
64317,89
38570,96
16838,100
28886,75
312,100
74872,95
42036,99
63844,96
65838,98
4475,71
56576,96
21672,94
38746,86
37439,98
25613,74
33903,93
65024,100
73162,81
12012,71
25001,61
31627,100
70613,100
50900,93
43952,91
48876,79
54436,72
71250,64
7837,98
61912,98
65491,67
11697,88
334,63
60654,89
7712,100
13427,100
9980,90
13541,92
47445,91
34476,85
57320,100
30353,97
5541,83
59891,100
65452,90
34956,96
66264,85
6477,100
25971,97
62515,100
3924,93
25734,73
7792,88
59333,94
47996,82
22638,89
24669,92
68682,95
73660,85
16323,100
46133,100
66893,100
62456,76
786,93
1314,100
35819,63
32662,95
468,100
1273,100
76941,95
50118,100
38370,100
34388,62
58007,90
10691,100
74488,91
75914,65
66525,99
28144,97
1378,97
23955,100
47291,98
6362,86
55255,97
71029,92
34543,100
3151,82
30063,100
44852,100
12500,99
6226,97
76803,100
24578,90
56126,79
37584,100
35887,81
17403,89
28230,100
42523,100
40851,83
60462,100
55191,97
70190,77
56350,95
51385,100
20159,100
44608,72
2416,65
62785,77
43875,100
48547,91
64900,77
64909,92
72181,93
23187,85
38742,100
4831,91
47748,64
24731,85
70607,80
35820,91
22773,76
73033,100
38694,95
43091,100
68027,100
1300,90
39518,84
7809,100
25456,96
56859,100
15377,100
73918,64
44560,95
1584,65
61428,100
20881,98
10535,91
30639,98
61757,95
48581,78
10762,73
47541,62
33203,95
67380,100
62542,98
72609,89
63355,69
48346,100
57383,77
20688,97
42485,64
48066,94
67765,100
3810,100
67850,86
55344,95
71009,86
56531,100
8716,99
14763,87
11749,87
16691,87
21716,93
9643,74
26435,100
22904,99
9339,74
45705,92
21602,97
26042,99
64460,91
38819,70
9685,98
65242,65
54135,95
11846,84
65003,98
14940,92
45162,67
18543,98
54859,88
79719,97
14336,86
63823,100
76915,73
14685,70
68182,100
7395,63
12428,94
26502,82
41014,83
63304,73
77968,100
13754,99
69962,84
22314,75
44903,84
49120,100
845,100
39715,46
14033,77
50350,79
4488,68
68070,94
5447,74
53881,95
2993,86
73828,82
25572,93
54290,85
60705,95
7672,100
15895,79
67014,100
37720,91
57757,96
76069,86
31318,89
38228,100
146,87
30032,94
41597,100
23687,81
23803,99
37227,92
74305,80
49995,71
67009,99
31477,93
26892,81
56396,92
24071,93
75752,66
64829,95
50048,95
13502,91
21635,95
77325,87
30672,100
68478,100
27162,100
34475,100
62761,70
46577,60
19479,100
55670,100
43841,82
18582,100
48440,89
9701,98
31848,84
34425,74
72795,100
10616,100
5646,89
42349,88
19795,95
19803,83
57700,78
5853,90
79460,94
79891,97
27317,73
5309,76
6227,93
70247,89
67062,90
59642,100
12948,92
27053,100
28795,100
77747,85
39006,93
45552,92
24622,97
50155,100
32567,78
61179,100
70065,82
25183,82
56514,77
39371,100
67408,80
70636,100
42691,79
42253,78
67796,100
7885,84
5422,99
16202,79
53919,94
49637,89
64006,85
2587,80
11922,54
46597,99
18398,95
46083,100
57834,99
3762,99
31414,58
23262,86
30701,92
2324,97
15040,98
41172,85
23124,95
35654,72
56660,100
57067,80
31360,91
69627,100
34813,79
36173,100
12766,100
39447,88
34686,76
75591,100
25134,71
53894,99
54500,77
55977,100
47237,100
39020,88
37519,98
71213,100
48413,100
7622,100
45959,90
29977,100
54902,98
46205,64
48934,78
73181,100
53921,93
49317,88
69357,100
17325,79
52983,91
66150,67
15881,96
71993,100
63515,99
77729,69
67614,69
79366,77
38186,98
3634,79
21111,74
49896,95
6949,99
22146,92
50050,90
65726,71
23988,73
70653,97
1675,100
14162,72
35202,84
54056,91
51117,88
8283,91
14267,82
9270,70
39408,79
58733,93
10155,90
22078,100
71853,91
5124,93
76777,89
41446,52
60253,99
76581,77
41889,93
76690,100
7842,100
36954,63
71167,85
49072,53
72680,100
63864,100
25206,94
40407,100
71394,94
39935,91
36467,67
7803,87
10692,65
63468,100
27979,72
36783,66
57056,100
32580,70
24020,97
20873,82
1995,80
69505,77
54928,71
34835,97
2744,70
1446,100
51704,75
2010,100
74675,88
24321,94
11682,88
59230,79
16853,100
59446,73
79021,81
72754,100
59669,77
70912,39
36778,100
48616,81
70939,66
5475,93
11958,81
73549,99
16932,88
47575,80
72735,71
18081,77
64312,81
43578,73
53320,71
14261,85
65055,69
10914,99
71659,98
71534,63
2196,100
1061,80
29856,97
69000,79
11292,58
25618,91
53922,100
9757,87
70647,100
56421,90
77963,77
62872,100
62468,73
31575,63
40015,71
67502,67
30556,76
67389,99
71679,100
60817,94
68871,100
47398,96
18346,78
41696,96
46209,86
68396,98
51865,64
55538,99
59758,83
16845,78
45671,94
32214,80
27900,65
39602,100
10160,89
73126,83
34590,100
4443,100
32727,100
76987,100
60611,95
36439,99
33048,76
2109,84
45874,80
67170,95
37360,87
63631,96
36274,99
14142,92
50481,90
42171,90
50194,100
4303,93
28984,74
24509,100
53142,100
53349,100
22010,100
607,100
35570,82
22428,100
77941,93
10899,62
40095,67
70745,99
48535,94
6125,97
61465,69
5418,96
32159,86
24419,100
37709,89
32635,63
58342,100
9675,78
72821,79
23505,100
39694,91
18727,100
60017,100
55965,94
22131,70
21932,89
43884,100
79188,91
43263,100
24396,100
49721,67
43665,58
70481,74
64872,100
61606,93
36891,86
36985,99
46261,88
8685,73
2768,70
54336,100
32788,82
76602,77
53917,88
19978,57
49783,89
61145,100
65252,94
9224,67
559,76
50693,95
37538,98
34101,100
12401,77
73595,93
34993,84
70582,100
29151,66
66043,98
73172,100
28652,97
49012,100
1084,100
54954,79
2636,82
67653,100
17301,86
14039,100
13375,91
22544,93
1008,72
49847,100
75939,100
14007,91
66547,77
66075,81
31598,88
10022,95
37859,70
54121,84
21690,100
60550,100
12666,98
12949,98
37939,92
36290,97
16546,91
54467,70
35993,100
63725,83
38280,98
35512,94
585,83
24258,67
49920,85
18529,77
24906,98
75686,98
15746,100
77167,80
42453,97
32918,65
16685,98
10868,80
27805,100
47479,98
47670,100
78507,82
54545,74
61649,96
68602,97
45470,64
55923,63
77838,87
21095,100
18889,64
39290,96
8762,84
21547,100
32818,91
43325,100
28917,78
18146,76
5217,100
3256,100
40394,95
9519,68
40088,91
62346,94
39010,99
64474,90
55486,99
8127,78
48768,91
49303,95
9877,100
27043,87
13998,65
76948,81
37029,65
20461,100
45831,94
26561,83
55212,64
74678,78
18060,99
24269,97
35720,76
40023,100
65434,86
36458,71
44320,59
63948,80
38034,100
6117,97
37799,90
27616,52
47683,89
14497,80
18388,60
27078,85
50545,83
39030,79
36108,100
36176,98
5738,99
25345,100
52918,93
14075,100
8777,94
31204,92
47545,81
21408,82
73010,87
29975,100
67513,60
2751,77
38043,89
60810,85
76782,68
2925,81
66775,65
1096,100
11735,100
9195,84
36047,98
8575,96
74227,100
68171,100
79176,100
22953,95
56692,92
27061,97
27057,74
59754,90
24655,84
18179,98
44216,90
52029,75
19040,92
8868,98
11511,97
46642,95
2624,98
39943,89
48107,87
51988,75
14878,100
177,93
5816,95
20108,100
33110,73
12971,67
74842,83
78135,68
49600,85
4416,100
29617,100
37407,100
35536,81
56115,100
31478,92
71007,93
64443,100
74207,72
18272,100
78603,84
1167,72
9771,84
33728,71
52223,98
74454,100
67675,95
44626,92
2807,90
318,100
44271,100
58713,77
940,60
55992,84
73862,73
58189,92
43960,100
32328,99
62259,100
39971,78
12947,95
6607,77
73989,93
18675,93
15079,87
47707,100
13851,87
54894,97
29484,98
66383,69
30498,97
23883,100
73838,97
21219,93
39207,100
76735,82
28163,85
66036,100
29118,92
50688,97
75513,97
41369,94
4444,89
47650,65
72520,100
32267,76
32834,73
71246,100
10472,100
16494,96
35192,78
50204,95
50823,93
47221,100
24140,74
52242,97
23089,88
70436,81
37193,85
51726,100
33037,92
56340,81
58655,85
15646,100
47665,100
24983,98
63750,87
14522,91
53874,87
58182,72
22538,100
31589,99
6713,100
25123,100
9890,76
66282,95
56442,65
3271,99
21152,100
5198,97
8238,100
38526,74
52857,75
42389,89
35317,89
9615,66
72698,73
67663,91
38359,98
2242,58
49068,80
3912,100
15922,67
27536,98
67903,87
73164,100
34966,100
64380,100
23476,78
39874,70
24945,93
54958,96
67214,100
19786,90
58518,53
50624,70
48540,78
48982,96
34831,95
71242,71
36278,92
54396,100
29266,100
6008,99
14169,100
58111,84
62492,100
78524,66
20110,68
1476,84
62150,89
14724,100
19637,99
13552,95
42229,100
78951,85
71132,100
19272,100
6500,100
11158,99
30887,75
5153,89
79625,76
45472,85
58368,100
62338,72
48560,92
40139,86
43759,100
7270,96
40837,86
63519,89
31778,73
11177,67
70736,85
61450,95
27534,92
59260,100
59288,91
62014,98
64715,68
10778,87
24525,98
1369,79
39986,100
72482,74
71052,96
16552,86
77882,80
18851,100
52101,100
66754,97
49029,72
4524,98
11871,100
16555,96
62464,100
76583,93
65653,77
6422,65
29396,91
47204,55
37796,74
68773,94
67060,95
55032,100
60579,94
70319,95
62968,100
47028,100
69337,65
78422,100
78665,98
29639,78
22242,77
2343,100
60750,60
6325,79
55400,75
65263,73
71370,100
73032,94
50534,89
79464,72
25913,94
34550,99
74542,99
75199,65
6240,100
973,95
60473,79
35553,93
47726,71
69840,67
13406,81
58790,90
75163,93
79740,86
34729,100
45985,94
18171,90
79187,73
70119,78
62142,100
54943,82
47397,84
21585,78
5768,71
64534,80
1222,98
11957,74
75656,96
25390,100
42952,89
45119,86
46832,86
26970,100
70600,61
32683,78
27152,100
29148,85
37332,98
70698,100
30420,94
65706,68
73796,48
48410,80
11117,89
40713,59
30515,73
29039,100
38395,87
78177,100
9396,99
59159,100
70346,99
29485,92
76493,100
12227,98
34350,93
59628,96
58850,84
14400,91
17596,72
54831,90
70863,100
29473,100
30177,100
38065,92
66491,100
58778,96
53816,97
67901,76
14625,80
8354,86
67976,75
61057,90
48795,93
12983,86
14319,74
67002,94
17603,100
42365,99
35190,86
21622,71
12440,100
2631,100
25934,100
2396,47
36864,100
25775,75
72888,72
31457,100
28896,80
40468,100
21861,100
11294,100
69851,78
21724,100
39383,96
48259,100
76514,74
39700,79
10644,94
57939,89
7454,99
41563,100
39340,100
21015,100
43855,100
70835,100
44141,81
20830,62
79164,66
19104,72
77365,100
55300,91
28915,93
886,91
79299,82
41624,94
6071,74
53658,93
26965,83
28766,100
77990,77
1788,100
22837,100
24334,99
75710,88
44863,66
34559,89
52579,100
45303,100
12289,78
4485,87
26703,77
12798,100
57038,73
9549,69
37773,100
64768,92
33104,100
11858,100
34577,100
48904,80
40531,98
73279,84
70571,100
42196,65
77809,77
49244,86
16023,95
33596,100
68754,99
55976,92
11461,89
50402,87
67503,100
4472,77
6172,100
58120,100
32490,100
33936,78
35276,76
36401,67
44431,95
2227,100
15102,82
38668,100
69551,100
35485,98
74474,98
19350,93
45578,100
30259,98
10147,100
947,74
35286,100
50122,100
32444,76
28178,100
62716,64
60338,100
22743,88
36186,81
50265,100
32341,79
9510,67
71107,84
29117,95
31683,71
66327,64
79784,72
78129,75
8530,93
68468,98
51673,97
4267,93
73672,83
60282,100
46141,70
75512,100
38096,93
32146,92
36616,100
62329,82
38639,100
66132,74
63141,67
13984,81
68273,81
28365,90
36230,86
17817,100
64997,100
66137,71
47411,69
77001,96
55284,75
36510,73
75814,87
67412,100
44562,100
60197,85
34269,99
12547,99
45310,100
34849,100
78206,100
19170,90
43488,100
44537,97
76908,90
37153,92
37246,98
33648,86
12366,92
22677,71
27298,74
5078,99
43996,74
17802,92
44913,90
19455,94
77049,100
71688,86
2491,100
5322,100
72964,71
37441,100
16181,89
4190,100
35954,93
55873,83
16720,98
46547,95
27848,89
58820,92
29328,98
29362,96
35171,87
6164,65
35741,99
45675,93
5704,100
7599,100
56637,78
69359,68
50715,99
20775,98
56992,76
62688,82
18175,80
16571,80
73767,71
13640,99
47055,81
50695,90
19157,88
57292,100
72825,99
63862,97
29299,100
25028,93
66174,66
63185,95
32926,68
32236,91
1504,94
28876,91
33715,99
35983,96
1689,100
51125,100
20860,92
74384,82
6290,77
39528,98
17916,97
51419,93
34654,69
30059,96
65063,92
2704,100
27370,95
25101,96
1386,69
58650,84
53785,78
69136,100
59309,69
53828,69
63179,80
7658,99
22460,72
49412,91
70738,69
79377,77
9876,100
8638,97
24226,85
76725,88
60319,100
19531,53
74881,84
9130,100
30520,97
59511,100
65015,62
65295,72
12322,92
39421,80
26445,81
61028,100
42989,93
47270,100
65502,100
77478,95
36820,80
26671,91
49863,100
40163,73
43555,100
38551,100
4327,99
19386,100
2912,100
15730,99
25842,99
47377,81
39343,92
56413,96
7882,84
23470,100
21115,83
14247,69
7830,94
65364,70
7544,99
73247,83
65344,98
1972,100
72383,100
71543,66
76982,61
59627,90
72131,74
6598,68
61305,93
62107,85
40001,100
5032,100
49110,95
42456,91
46324,69
66889,64
43137,99
1297,83
31853,86
17177,81
54175,86
28776,92
40560,98
23236,99
29276,64
20522,97
38402,89
523,84
70101,98
57144,100
78216,72
7030,74
70161,86
6910,100
21872,94
35278,81
43862,84
1755,100
57076,100
67631,72
25344,97
2848,100
45702,74
18177,97
38936,86
43495,76
9874,88
48997,100
43434,100
69378,100
13379,76
72460,73
43328,75
31099,97
8314,99
48610,92
73907,100
4722,80
40418,100
32244,69
77976,80
3293,94
36524,96
20879,80
53039,82
51513,91
59106,100
14615,87
79325,100
38762,96
54995,74
58987,93
64267,67
37353,95
33656,74
4305,79
46174,100
70202,100
29885,100
70342,95
22818,97
75230,100
12341,92
78525,93
60607,99
57626,100
36468,79
13440,81
30774,96
24225,87
63171,59
32633,84
51929,57
11527,100
67525,93
70140,95
46978,97
70215,100
76019,95
78920,97
52151,94
23558,100
29574,96
8555,95
41972,96
46392,90
2067,86
33843,80
54789,91
35087,100
69483,99
37048,100
74585,90
36999,96
56523,98
75751,100
68829,88
53410,100
7091,93
12041,100
78922,92
66227,97
67159,97
18132,99
8800,96
61321,98
64649,91
12178,100
51275,69
71331,91
14769,93
50862,96
54270,100
5783,55
78317,86
57892,65
74661,89
67168,92
56260,100
12032,100
41038,85
50651,100
17664,70
59530,98
56528,99
64268,86
54693,91
45394,99
31437,77
2105,100
51015,69
24423,89
19571,68
63711,92
21816,100
43895,100
34435,100
39764,96
17487,85
12433,71
5361,85
23621,100
15614,70
72267,97
15814,95
43932,100
43640,100
38842,100
29420,100
18247,89
59225,99
76359,100
10822,69
33122,95
22649,75
78472,100
7824,60
35135,96
65886,100
22164,81
6813,89
5544,91
19087,99
23663,94
12115,97
43600,95
53573,100
35614,90
18408,67
46929,100
15783,93
20583,74
65305,100
41328,100
33167,65
1719,98
35738,97
62705,100
29646,84
28516,76
4837,74
10086,63
41060,99
77833,98
15991,94
9627,98
75641,100
17294,85
9047,93
66964,86
31597,94
3944,94
29567,100
21424,100
79812,99
8360,94
29225,85
22237,90
8308,81
69473,100
4660,92
19257,88
55006,94
5684,90
47961,84
6526,90
14176,100
38343,71
51044,98
70971,97
43284,87
15349,100
61309,100
38412,100
75353,80
3355,78
45147,62
3008,100
45408,91
5004,71
70075,97
30496,65
21562,100
17266,94
55995,97
60484,70
6509,100
71835,100
32561,93
4239,94
64982,54
31852,92
64791,75
76787,97
20552,79
49568,67
39039,80
68302,100
57499,62
74808,82
26959,90
987,100
63079,97
68305,87
52371,77
47712,86
2515,57
9583,100
57280,74
55514,100
56087,95
75469,96
23480,80
13606,96
57045,66
14782,91
41555,98
42078,88
74947,76
9541,66
14953,83
51296,100
16782,100
418,86
50331,96
43479,98
38181,98
26383,92
10438,100
16057,67
8387,100
29748,91
365,89
22451,100
42149,69
61386,100
55000,83
27626,96
28131,96
17190,95
57139,100
66791,98
5410,100
40694,85
75192,95
40405,96
43552,100
20245,94
54286,100
68414,80
55480,71
64542,100
78048,90
36322,70
52269,99
42399,86
27120,94
69128,99
36406,100
17848,96
28522,94
30154,82
19558,85
46651,99
38159,100
41635,94
55754,72
24871,97
8613,96
70542,100
18892,100
18240,73
39094,100
63391,95
30473,75
31100,87
76207,99
63787,85
12711,95
17122,100
40128,91
16176,67
16978,100
56089,69
51098,100
16218,98
20200,70
37288,100
59923,57
54082,81
71287,70
75759,94
18664,73
13664,74
34671,99
68184,88
17869,87
17575,92
62790,93
59880,96
71999,100
30963,100
49256,100
46836,100
50361,97
41414,99
63212,84
953,96
62561,100
56134,100
16620,79
46000,95
65025,95
57157,67
52482,77
86,100
65760,65
26313,89
9157,82
50408,65
77255,84
35777,97
47258,96
68036,100
59719,57
35737,97
66925,96
7520,84
10380,94
66058,86
48044,72
72349,100
24911,87
21062,93
47212,97
5823,100
35612,100
6415,97
13860,86
20834,87
39794,98
68744,100
40788,71
60789,88
17346,100
